CUI1	CUI2	Disease1	Disease2	PubMed1	PubMed2	Common_PubMed_IDs	Level_of_similarity	Level_of_confidence
C0010278	C0011195	Craniosynostosis	Dejerine-Sottas Disease	6837	6822	3	1	1
C0020479	C4015870	Hyperlipoproteinemia Type III	"HYPERLIPOPROTEINEMIA, TYPE III, DUE TO APOE4-PHILADELPHIA"	1143	3	3	0	2
C0030305	C2609268	Pancreatitis	Low phospholipid-associated cholelithiasis	65210	36	3	1	3
C0022735	C0025202	Klinefelter Syndrome	melanoma	4232	122636	3	1	1
C1866656	C1969652	STAPES ANKYLOSIS WITH BROAD THUMB AND TOES	"BRACHYDACTYLY, TYPE B2"	6	23	3	0	1
C0024796	C3280054	Marfan Syndrome	GELEOPHYSIC DYSPLASIA 2	7116	21	3	0	1
C0024796	C0027707	Marfan Syndrome	"Nephritis, Interstitial"	7116	22264	3	1	3
C0033687	C0079294	Proteinuria	Epidermolysis Bullosa Dystrophica	58841	1176	3	1	1
C0007959	C0010278	Charcot-Marie-Tooth Disease	Craniosynostosis	4570	6837	3	1	1
C0024591	C0220669	Malignant hyperpyrexia due to anesthesia	Familial benign neonatal epilepsy	6029	570	3	1	1
C0028326	C0265326	Noonan Syndrome	Bannayan-Riley-Ruvalcaba Syndrome	2113	1822	3	1	1
C0024591	C0270851	Malignant hyperpyrexia due to anesthesia	Benign neonatal epilepsy	6029	570	3	1	1
C0023467	C0152171	"Leukemia, Myelocytic, Acute"	Idiopathic pulmonary hypertension	73162	4458	3	1	3
C0009402	C0221026	Colorectal Carcinoma	X-linked agammaglobulinemia	201452	865	3	1	1
C0025269	C1336839	Multiple Endocrine Neoplasia Type 2b	Type 1 Papillary Renal Cell Carcinoma	813	2737	3	1	1
C0018799	C0432230	Heart Diseases	Langer Mesomelic Dysplasia Syndrome	600000	32	3	1	2
C0010273	C0542519	Craniofacial Dysostosis	Congenital absence of kidney	5697	666	3	1	3
C0002994	C1997614	Angioedema	Thromboembolism of vein	7733	10161	3	1	1
C0220658	C1852406	Pfeiffer Syndrome	Cutis Gyrata Syndrome of Beare And Stevenson	2199	5	3	0	1
C0010278	C1851150	Craniosynostosis	"MULTIPLE MYELOMA, SOMATIC"	6837	354	3	1	2
C0007115	C0010273	Malignant neoplasm of thyroid	Craniofacial Dysostosis	67377	5697	3	1	1
C0004352	C0011195	Autistic Disorder	Dejerine-Sottas Disease	21522	6822	3	0	1
C0027707	C0268113	"Nephritis, Interstitial"	Familial juvenile gout	22264	24	3	1	3
C0018799	C1876203	Heart Diseases	Frontonasal dysplasia	600000	185	3	1	2
C0232208	C1142166	Atrioventricular junctional rhythm	Brugada Syndrome	521	4775	3	1	1
C1842475	C1842914	Retinitis Pigmentosa 7	Adult-Onset Vitelliform Macular Dystrophy	1381	497	3	1	2
C1847501	C3149117	Glut1 Deficiency Syndrome	"GLUT1 DEFICIENCY SYNDROME 1, AUTOSOMAL RECESSIVE"	172	3	3	0	1
C0036161	C4310890	Sandhoff Disease	"GM2-GANGLIOSIDOSIS, SUBACUTE"	711	12	3	1	2
C0024591	C1843140	Malignant hyperpyrexia due to anesthesia	"SEIZURES, BENIGN FAMILIAL INFANTILE, 3"	6029	570	3	1	1
C0033804	C0342870	Pseudohermaphroditism	Bifunctional peroxisomal enzyme deficiency	42724	110	3	1	2
C0026760	C0410179	Multiple Epiphyseal Dysplasia	Scleroatonic muscular dystrophy	29049	47	3	1	2
C0005684	C0085758	Malignant neoplasm of urinary bladder	"Aganglionosis, Colonic"	59248	4776	3	1	3
C0080333	C1449563	Weber-Cockayne Syndrome	"Cardiomyopathy, Familial Idiopathic"	831	21940	3	1	1
C0085083	C1859979	Ovarian Hyperstimulation Syndrome	Precocious puberty in males	3426	2767	3	1	1
C0005129	C4016131	Bernard-Soulier Syndrome	"MACROTHROMBOCYTOPENIA, FAMILIAL, BERNARD-SOULIER TYPE"	696	3	3	0	2
C0342345	C1832612	Hypoparathyroidism - autosomal dominant	"Hypocalcemia, Autosomal Dominant, with Bartter Syndrome"	162	4	3	0	2
C0002768	C0029422	Congenital Pain Insensitivity	Osteochondrodysplasias	653	28883	3	1	1
C0019025	C0027708	Hemoglobin F Disease	Nephroblastoma	11954	12539	3	1	1
C0238357	C1843140	Hyperkalemic periodic paralysis	"SEIZURES, BENIGN FAMILIAL INFANTILE, 3"	380	570	3	1	2
C0541782	C2931401	Atrial standstill	Long QT syndrome type 3	218	112	3	1	2
C0021655	C3151303	Insulin Resistance	"Obesity, Hyperphagia, and Developmental Delay"	113459	40	3	1	2
C0008445	C0026709	Chondrodysplasia Punctata	Mucopolysaccharidosis VI	1191	681	3	1	1
C0005283	C3889955	beta Thalassemia	HEMOGLOBIN KNOSSOS PHENOTYPE	14284	3	3	0	1
C0265253	C1861481	Stickler syndrome	"Stickler syndrome, type 3"	344	3	3	0	3
C0023467	C0221026	"Leukemia, Myelocytic, Acute"	X-linked agammaglobulinemia	73162	865	3	0	1
C0030443	C4073107	Familial Periodic Paralysis	Incomplete congenital stationary night blindness	1564	110	3	1	2
C0575081	C1136249	Gait abnormality	"Mental Retardation, X-Linked"	795	14636	3	1	1
C0036161	C1849320	Sandhoff Disease	"Sandhoff Disease, Adult Type"	711	3	3	0	1
C0079298	C1449563	Epidermolysis Bullosa Simplex	"Cardiomyopathy, Familial Idiopathic"	826	21940	3	1	1
C0029408	C1567741	Degenerative polyarthritis	Alport Syndrome	79407	2387	3	0	1
C0265965	C1851970	Dyskeratosis Congenita	"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT"	998	3	3	0	2
C0751951	C2674259	Central Core Myopathy	"NEUROMUSCULAR DISEASE, CONGENITAL, WITH UNIFORM TYPE 1 FIBER"	353	13	3	0	1
C0001193	C0011195	Apert syndrome	Dejerine-Sottas Disease	1769	6822	3	1	1
C0028754	C3536983	Obesity	Familial Hypophosphatemic Rickets	294455	889	3	1	3
C0238462	C2674636	Medullary carcinoma of thyroid	"GASTROINTESTINAL STROMAL TUMOR, FAMILIAL"	7190	348	3	1	2
C0023976	C1868433	Long QT Syndrome	"Normokalemic Periodic Paralysis, Potassium-Sensitive"	9236	12	3	1	2
C0152200	C4016457	Achromatopsia	"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A, SEVERE"	4390	10	3	1	2
C0259771	C0432306	Steatocystoma multiplex	Ichthyosis Bullosa of Siemens	245	56	3	1	2
C0029422	C1275081	Osteochondrodysplasias	Cardio-facio-cutaneous syndrome	28883	248	3	1	2
C0007134	C0152171	Renal Cell Carcinoma	Idiopathic pulmonary hypertension	47304	4458	3	1	1
C0033687	C0079474	Proteinuria	Hallopeau-Siemens Disease	58841	1183	3	1	1
C0024591	C4053736	Malignant hyperpyrexia due to anesthesia	Catecholaminergic Polymorphic Ventricular Tachycardia Type 1	6029	82	3	1	2
C0010278	C1704423	Craniosynostosis	Milroy Disease	6837	13572	3	1	1
C0010495	C0035334	Cutis Laxa	Retinitis Pigmentosa	973	10816	3	1	1
C0029408	C0268363	Degenerative polyarthritis	Osteogenesis imperfecta type IV	79407	369	3	1	2
C0221026	C0242379	X-linked agammaglobulinemia	Malignant neoplasm of lung	865	261819	3	1	1
C1847800	C2673946	Waardenburg Syndrome Type 1	Foveal hypoplasia (finding)	1033	152	3	1	2
C1868681	C3553788	DYSTONIA 12	ALTERNATING HEMIPLEGIA OF CHILDHOOD 2	40	66	3	0	1
C0014527	C0268335	Epidermolysis Bullosa	Ehlers-Danlos syndrome type 1	5786	585	3	1	1
C0085758	C0238198	"Aganglionosis, Colonic"	Gastrointestinal Stromal Tumors	4776	8324	3	1	1
C0271990	C4017465	delta-Thalassemia	HEINZ BODY HEMOLYTIC ANEMIA	660	484	3	1	2
C0265224	C1834523	Freeman-Sheldon syndrome	"ARTHROGRYPOSIS, DISTAL, TYPE 2B"	154	12	3	0	1
C0026707	C0410179	Mucopolysaccharidosis IV	Scleroatonic muscular dystrophy	1260	47	3	1	2
C0023467	C1846862	"Leukemia, Myelocytic, Acute"	PARKINSON DISEASE 8	73162	10370	3	1	1
C0007193	C0079299	"Cardiomyopathy, Dilated"	Epidermolysis Bullosa Simplex Kobner	21868	826	3	1	1
C0029434	C0033687	Osteogenesis Imperfecta	Proteinuria	5398	58841	3	1	1
C0005283	C4016171	beta Thalassemia	HEMOGLOBIN S (OMAN) PHENOTYPE	14284	4	3	0	1
C0007115	C0542519	Malignant neoplasm of thyroid	Congenital absence of kidney	67377	666	3	1	3
C0266525	C3714873	Irido-corneal dysgenesis	"Axenfeld-Rieger Syndrome, Type 1"	12	211	3	1	2
C0035372	C1968550	Rett Syndrome	"Mental Retardation, X-Linked, Syndromic 13"	3467	14	3	1	2
C0079474	C0432326	Hallopeau-Siemens Disease	Junctional epidermolysis bullosa mitis	1183	9	3	1	3
C0023467	C0220658	"Leukemia, Myelocytic, Acute"	Pfeiffer Syndrome	73162	2199	3	1	1
C0008325	C0158981	Cholecystitis	Neonatal diabetes mellitus	18701	12461	3	1	1
C0175694	C2931048	Smith-Lemli-Opitz Syndrome	HEM dysplasia	844	11	3	1	2
C0010278	C0027819	Craniosynostosis	Neuroblastoma	6837	39783	3	1	1
C0026707	C0268363	Mucopolysaccharidosis IV	Osteogenesis imperfecta type IV	1260	369	3	0	3
C0014544	C2931401	Epilepsy	Long QT syndrome type 3	140074	112	3	1	2
C0020608	C0749420	Hypodontia	Thyroid Agenesis	4163	1000	3	1	3
C0011860	C2751824	"Diabetes Mellitus, Non-Insulin-Dependent"	"46, XY Disorders of Sex Development"	142114	4103	3	1	1
C0026707	C0265253	Mucopolysaccharidosis IV	Stickler syndrome	1260	344	3	1	2
C0023522	C4017096	"Leukodystrophy, Metachromatic"	"ARYLSULFATASE A PSEUDODEFICIENCY, INTERMEDIATE"	1544	3	3	1	2
C0152200	C0752124	Achromatopsia	Spinocerebellar Ataxia Type 6	4390	6691	3	1	1
C0015519	C3151465	Factor X Deficiency	PROTEIN Z DEFICIENCY	560	90	3	1	2
C0038015	C1855310	Spondyloepiphyseal Dysplasia	Megaepiphyseal dwarfism	29077	3	3	1	2
C0238357	C3502809	Hyperkalemic periodic paralysis	Generalized Epilepsy with Febrile Seizures Plus	380	218	3	1	2
C0019621	C0023461	"Histiocytosis, Langerhans-Cell"	"Leukemia, Mast-Cell"	10815	1772	3	0	3
C3553943	C3714844	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	"Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia"	168719	18	3	0	3
C1840392	C2681535	"HYPERPIGMENTATION, FAMILIAL PROGRESSIVE"	"HYPERPIGMENTATION, FAMILIAL PROGRESSIVE, 1"	4	3	3	0	1
C1832729	C4016718	PHENYTOIN POOR METABOLIZER	TOLBUTAMIDE POOR METABOLIZER	16	10	3	0	1
C1851509	C1851512	"LYMPHOPROLIFERATIVE DISORDERS, SUSCEPTIBILITY TO"	"EMPHYSEMA, SUSCEPTIBILITY TO"	4830	573	3	0	2
C2681535	C4024859	"HYPERPIGMENTATION, FAMILIAL PROGRESSIVE, 1"	Progressive hyperpigmentation	3	389	3	0	2
C0024437	C1863534	Macular degeneration	Stargardt disease 4	29421	3	3	1	2
C0346300	C2674173	Pituitary carcinoma	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	35065	2697	3	1	1
C0029118	C1535893	Opportunistic Infections	Orthostatic intolerance	48762	8277	3	1	1
C0020443	C0029454	Hypercholesterolemia	Osteopetrosis	42411	3269	3	1	3
C0014544	C0751951	Epilepsy	Central Core Myopathy	140074	353	3	1	2
C0079541	C1970237	Holoprosencephaly	"Microphthalmia, Isolated 3"	2050	97	3	1	2
C0006142	C4016397	Malignant neoplasm of breast	"CHRONIC MYELOID LEUKEMIA, RESISTANT TO IMATINIB"	309961	1436	3	1	1
C0029422	C0339527	Osteochondrodysplasias	Leber Congenital Amaurosis	28883	931	3	1	1
C0011860	C0085083	"Diabetes Mellitus, Non-Insulin-Dependent"	Ovarian Hyperstimulation Syndrome	142114	3426	3	1	1
C0042580	C0162809	Vesico-Ureteral Reflux	Kallmann Syndrome	8240	855	3	1	1
C0001768	C0032463	Agammaglobulinemia	Polycythemia Vera	7575	7725	3	1	3
C0010273	C2697932	Craniofacial Dysostosis	Loeys-Dietz Syndrome	5697	451	3	1	2
C0035828	C2348199	Romano-Ward Syndrome	Short Qt Syndrome	345	381	3	1	2
C0085110	C0796237	Severe Combined Immunodeficiency	"Mental Retardation, X-Linked 30"	7990	802	3	1	1
C0265950	C4016929	Venous malformation	"CEREBRAL INFARCTION, SUSCEPTIBILITY TO"	32747	759	3	1	1
C1836482	C1858439	Li-Fraumeni Syndrome 2	"CANCER OF MULTIPLE TYPES, SUSCEPTIBILITY TO"	427	607	3	0	1
C1857747	C2750220	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2	Karak Syndrome	267	7	3	0	1
C1842138	C3279948	Progressive hearing impairment	"DEAFNESS, AUTOSOMAL DOMINANT 64"	4083	21	3	1	2
C3889363	C4284490	HEMOGLOBIN D (LOS ANGELES) PHENOTYPE	HEMOGLOBIN ST. FRANCIS PHENOTYPE	5	14	3	0	1
C0432272	C1843323	Van Buchem disease	Van Buchem disease type 2	28959	3	3	0	2
C1562894	C1641846	Thiel-Behnke corneal dystrophy	Groenouw corneal dystrophy type I	30	57	3	0	1
C0398623	C4017344	Thrombophilia	"MYOCARDIAL INFARCTION, DECREASED SUSCEPTIBILITY TO"	26979	245	3	1	2
C0020433	C0270210	Hyperbilirubinemia	Lucey-Driscoll syndrome	29538	3	3	0	3
C3553943	C4016104	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	HYPOGONADOTROPIC HYPOGONADISM 2 WITH ANOSMIA	168719	171	3	0	3
C2751053	C4016214	"INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE"	INFLAMMATORY BOWEL DISEASE 28	3	4445	3	0	2
C3889319	C3889363	HEMOGLOBIN D (PUNJAB) PHENOTYPE	HEMOGLOBIN D (LOS ANGELES) PHENOTYPE	16	5	3	0	1
C0023895	C0686353	Liver diseases	"Muscular Dystrophies, Limb-Girdle"	587815	1891	3	1	1
C0268292	C2936858	Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency	68	578	3	0	1
C0079541	C1864720	Holoprosencephaly	"MICROPHTHALMIA, ISOLATED 2"	2050	138	3	1	2
C0020459	C3469523	Hyperinsulinism	"OVARIAN CANCER, SUSCEPTIBILITY TO"	81647	4371	3	1	1
C1567742	C2937358	"Alport Syndrome, X-Linked"	Cerebral Hemorrhage	2064	56330	3	1	1
C0024305	C0039445	"Lymphoma, Non-Hodgkin"	Hereditary hemorrhagic telangiectasia	104075	3641	3	1	1
C1843244	C1969810	"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2"	"FEBRILE CONVULSIONS, FAMILIAL, 8"	156	248	3	0	1
C2752042	C3150391	"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"	"CLOVE - Congenital Lipomatous Overgrowth, Vascular malformations, and Epidermal nevi"	26	3	3	0	2
C0000889	C0341862	Acanthosis Nigricans	Hypothalamic amenorrhea	2320	2122	3	1	1
C0029464	C0432273	Osteosclerosis	Worth disease	6048	5369	3	1	1
C3553943	C4016106	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	HYPOGONADOTROPIC HYPOGONADISM 2 WITHOUT ANOSMIA	168719	171	3	0	3
C3496228	C3668943	"Leukodystrophy, Dysmyelinating, And Spastic Paraparesis With Or Without Dystonia"	Fatty Acid Hydroxylase-Associated Neurodegeneration	18391	8	3	0	1
C1456873	C4285057	alpha^+^ Thalassemia	HEMOGLOBIN MEMPHIS PHENOTYPE	7139	14	3	0	1
C0344523	C1832175	"Cataract, congenital, cerulean type 1"	"Cataract, Congenital, Cerulean Type, 2"	21	4	3	0	2
C0206042	C1867751	Fatal Familial Insomnia	"ALZHEIMER DISEASE, EARLY-ONSET, SUSCEPTIBILITY TO"	467	3977	3	0	1
C1851162	C2674173	"BLADDER CANCER, SOMATIC"	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	398	2697	3	1	2
C1851150	C2674173	"MULTIPLE MYELOMA, SOMATIC"	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	354	2697	3	1	2
C0009402	C1336708	Colorectal Carcinoma	Testicular Germ Cell Tumor	201452	1153	3	1	1
C0004352	C0035334	Autistic Disorder	Retinitis Pigmentosa	21522	10816	3	0	1
C0021655	C0158646	Insulin Resistance	Cleft palate with cleft lip	113459	15183	3	1	1
C0035334	C1853214	Retinitis Pigmentosa	RETINITIS PIGMENTOSA 35	10816	3	3	0	2
C0238462	C2674950	Medullary carcinoma of thyroid	"LUNG CANCER, SUSCEPTIBILITY TO"	7190	5827	3	1	1
C3889898	C4017521	HEMOGLOBIN C PHENOTYPE	HEMOGLOBIN S/O (ARAB) PHENOTYPE	77	7	3	0	1
C0948740	C2750027	Hypoplasia of the pituitary gland	Growth Hormone Deficiency With Pituitary Anomalies	2137	4	3	0	3
C3890933	C4016583	"THYROXINE-BINDING GLOBULIN, VARIANT A PHENOTYPE"	"THYROXINE-BINDING GLOBULIN, SLOW"	13	18	3	0	1
C0029422	C1858438	Osteochondrodysplasias	"COLORECTAL CANCER, SUSCEPTIBILITY TO"	28883	6432	3	1	1
C0155016	C1561643	"Color Blindness, Red-Green"	Chronic Kidney Diseases	4243	133158	3	1	1
C0155015	C1561643	"Color Blindness, Red"	Chronic Kidney Diseases	4267	133158	3	1	1
C0029408	C0265235	Degenerative polyarthritis	Marshall syndrome	79407	58	3	1	2
C1851152	C2674643	SKELETAL DYSPLASIA WITH ACANTHOSIS NIGRICANS	"KERATOSIS, SEBORRHEIC, SOMATIC"	53	15	3	0	1
C1328840	C3889979	Autoimmune Lymphoproliferative Syndrome	Periodic Fever Syndrome	942	1064	3	1	1
C0221013	C2674636	"Mastocytosis, Systemic"	"GASTROINTESTINAL STROMAL TUMOR, FAMILIAL"	2170	348	3	0	1
C0023461	C2674636	"Leukemia, Mast-Cell"	"GASTROINTESTINAL STROMAL TUMOR, FAMILIAL"	1772	348	3	1	2
C0026691	C0270685	Mucocutaneous Lymph Node Syndrome	Cerebral calcification	5632	5796	3	1	1
C0003123	C0155017	Anorexia	"Color Blindness, Blue"	31945	4239	3	1	1
C0231303	C1840528	Distress	HOLOPROSENCEPHALY 4	115418	496	3	1	2
C0038868	C0149781	Progressive supranuclear palsy	Spontaneous pneumothorax	4011	25523	3	1	1
C1836544	C1836545	"Schindler Disease, Type I"	"Schindler Disease, Type III"	3	3	3	0	1
C0162666	C3554168	Mitochondrial Encephalomyopathies	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14	2516	82	3	1	2
C1849320	C1849321	"Sandhoff Disease, Adult Type"	"Sandhoff Disease, Juvenile Type"	3	174	3	0	1
C0021847	C1837066	Intestinal Pseudo-Obstruction	Recurrent viral infection	3361	11153	3	1	1
C1336708	C1858439	Testicular Germ Cell Tumor	"CANCER OF MULTIPLE TYPES, SUSCEPTIBILITY TO"	1153	607	3	1	1
C0019147	C3151464	Hepatic Coma	"ATRIAL FIBRILLATION, FAMILIAL, 10"	14933	15668	3	1	1
C0010278	C0024623	Craniosynostosis	Malignant neoplasm of stomach	6837	103330	3	1	1
C0035334	C0524528	Retinitis Pigmentosa	Pervasive Development Disorder	10816	30510	3	1	1
C0751362	C1408181	Narcolepsy-Cataplexy Syndrome	Neuropathy (motor and sensory)	5212	5798	3	1	1
C1274233	C1336839	T-lymphocyte immunodeficiency	Type 1 Papillary Renal Cell Carcinoma	34915	2737	3	1	1
C0019621	C1336839	"Histiocytosis, Langerhans-Cell"	Type 1 Papillary Renal Cell Carcinoma	10815	2737	3	0	3
C0035334	C2239176	Retinitis Pigmentosa	Liver carcinoma	10816	130028	3	1	1
C0030567	C0033806	Parkinson Disease	Pseudohypoparathyroidism	73702	1855	3	1	1
C0265950	C3150970	Venous malformation	NOONAN SYNDROME 7	32747	258	3	1	2
C0432217	C3553943	Wolcott-Rallison syndrome	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	91	168719	3	1	2
C0024507	C3267076	Majewski Syndrome	Familial scaphocephaly syndrome	482	289	3	1	2
C0001080	C0346300	Achondroplasia	Pituitary carcinoma	2697	35065	3	1	3
C0027127	C0270862	Myotonia Congenita	Hemiplegic migraine	1128	999	3	1	1
C0040517	C0393702	Gilles de la Tourette syndrome	Myoclonic Astatic Epilepsy	4901	4919	3	1	1
C0020615	C3277233	Hypoglycemia	"PROTEUS SYNDROME, SOMATIC"	45772	60	3	1	2
C0000768	C4016105	Congenital Abnormality	"HYPOGONADOTROPIC HYPOGONADISM 2 WITHOUT ANOSMIA, SUSCEPTIBILITY TO"	591498	4	3	1	2
C0406735	C1876203	Hypoplastic enamel-onycholysis-hypohidrosis syndrome	Frontonasal dysplasia	5715	185	3	1	2
C2674636	C4016397	"GASTROINTESTINAL STROMAL TUMOR, FAMILIAL"	"CHRONIC MYELOID LEUKEMIA, RESISTANT TO IMATINIB"	348	1436	3	1	2
C2751825	C3489793	PREMATURE OVARIAN FAILURE 7	"46,XY Sex Reversal 3"	646	4064	3	0	1
C0001403	C0231246	Addison Disease	Failure to gain weight	5088	3379	3	1	1
C0795998	C4016345	JACKSON-WEISS SYNDROME	"PFEIFFER SYNDROME, TYPE III"	20	45	3	0	1
C0011860	C0039585	"Diabetes Mellitus, Non-Insulin-Dependent"	Androgen-Insensitivity Syndrome	142114	2447	3	1	3
C0079294	C0432326	Epidermolysis Bullosa Dystrophica	Junctional epidermolysis bullosa mitis	1176	9	3	0	2
C0270724	C1836522	Infantile Neuroaxonal Dystrophy	"Schindler Disease, Type II"	1332	3	3	1	2
C0001623	C2678098	Adrenal gland hypofunction	"Hypospadias 1, X-Linked"	16254	42	3	1	2
C1321551	C2931764	Shprintzen-Goldberg syndrome	Furlong syndrome	59	44	3	1	2
C1336708	C4017653	Testicular Germ Cell Tumor	"SPERMATOCYTIC SEMINOMA, SOMATIC"	1153	26	3	1	2
C0265964	C1835672	Mutilating keratoderma	Palmoplantar Keratoderma with Deafness	64	14	3	0	1
C1853147	C2752040	"MACULAR DEGENERATION, AGE-RELATED, 4"	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2"	9221	45	3	1	2
C4016053	C4016054	"MARFAN SYNDROME, MILD VARIABLE"	"MARFAN SYNDROME, NEONATAL"	11	429	3	0	1
C1567741	C2937358	Alport Syndrome	Cerebral Hemorrhage	2387	56330	3	1	1
C0151686	C1837475	Growth retardation	Insulin-Like Growth Factor I Deficiency	35291	32	3	0	3
C0085584	C4016397	Encephalopathies	"CHRONIC MYELOID LEUKEMIA, RESISTANT TO IMATINIB"	600000	1436	3	1	1
C1969057	C2674173	Noonan Syndrome 5	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	414	2697	3	1	2
C0003119	C0005744	Anophthalmos	Blepharophimosis	1093	708	3	1	1
C0008350	C1865643	Cholelithiasis	"Cholestasis, progressive familial intrahepatic 3"	37538	36	3	1	2
C0019243	C0149871	"Angioedemas, Hereditary"	Deep Vein Thrombosis	933	82283	3	0	1
C0037769	C1834877	West Syndrome	HOLOPROSENCEPHALY 2	16172	691	3	1	1
C0037769	C1840528	West Syndrome	HOLOPROSENCEPHALY 4	16172	496	3	1	2
C0023461	C0027819	"Leukemia, Mast-Cell"	Neuroblastoma	1772	39783	3	1	1
C0029408	C0265282	Degenerative polyarthritis	Fibrochondrogenesis	79407	47	3	1	2
C0001125	C1839885	"Acidosis, Lactic"	"Leigh Syndrome, X-Linked"	8355	25	3	1	2
C0751278	C4017096	"Metachromatic Leukodystrophy, Infant"	"ARYLSULFATASE A PSEUDODEFICIENCY, INTERMEDIATE"	1544	3	3	0	1
C0007785	C0021364	Cerebral Infarction	Male infertility	46898	45629	3	1	1
C0751202	C0878681	Cystathionine beta-Synthase Deficiency Disease	Dent's disease	2301	17063	3	1	1
C0032000	C0752166	Pituitary Adenoma	Bardet-Biedl Syndrome	36772	1122	3	1	1
C0011854	C1852092	"Diabetes Mellitus, Insulin-Dependent"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 2"	92179	3	3	0	2
C0239849	C1527336	Harlequin Fetus	Sjogren's Syndrome	1126	15201	3	1	1
C0002888	C4016819	"Anemia, Megaloblastic"	"MEGALOBLASTIC ANEMIA 1, FINNISH TYPE"	8271	3	3	0	2
C2752040	C3276722	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2"	"MACULAR DEGENERATION, AGE-RELATED, 4, SUSCEPTIBILITY TO"	45	328	3	0	2
C0001623	C3502132	Adrenal gland hypofunction	"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal"	16254	3	3	0	3
C1836482	C3469524	Li-Fraumeni Syndrome 2	"PROSTATE CANCER, SUSCEPTIBILITY TO"	427	3698	3	0	1
C1260873	C4016055	Aortic valve disorder	"MARFAN SYNDROME, ATYPICAL"	21735	48	3	1	2
C0271097	C2931207	Usher Syndrome	"Usher syndrome, type 1C"	1202	3	3	0	3
C0014804	C2609071	Erythromelalgia	Olmsted syndrome	818	271	3	1	2
C1861305	C1866656	TARSAL-CARPAL COALITION SYNDROME	STAPES ANKYLOSIS WITH BROAD THUMB AND TOES	26	6	3	0	1
C2673196	C4015858	LIPOPROTEIN GLOMERULOPATHY	APOE2 ISOFORMS	118	419	3	1	2
C2697932	C2931764	Loeys-Dietz Syndrome	Furlong syndrome	451	44	3	1	3
C0238198	C1833856	Gastrointestinal Stromal Tumors	MASTOCYTOSIS WITH ASSOCIATED HEMATOLOGIC DISORDER	8324	245	3	1	2
C0019621	C0238198	"Histiocytosis, Langerhans-Cell"	Gastrointestinal Stromal Tumors	10815	8324	3	1	1
C0238462	C4016033	Medullary carcinoma of thyroid	"NONSMALL CELL LUNG CANCER, RESISTANCE TO TYROSINE KINASE INHIBITOR IN"	7190	983	3	1	1
C0023976	C2674766	Long QT Syndrome	Myokymia 1	9236	203	3	1	2
C0007193	C1408181	"Cardiomyopathy, Dilated"	Neuropathy (motor and sensory)	21868	5798	3	1	1
C0220658	C0235833	Pfeiffer Syndrome	Congenital diaphragmatic hernia	2199	6513	3	1	1
C0008325	C4281993	Cholecystitis	Neonatal respiratory distress	18701	19577	3	1	1
C0079661	C2673946	Klein's Syndrome	Foveal hypoplasia (finding)	1033	152	3	1	2
C0001080	C1851162	Achondroplasia	"BLADDER CANCER, SOMATIC"	2697	398	3	0	1
C0085580	C0341862	Essential Hypertension	Hypothalamic amenorrhea	31557	2122	3	1	1
C0001080	C1851150	Achondroplasia	"MULTIPLE MYELOMA, SOMATIC"	2697	354	3	0	1
C1843140	C1858891	"SEIZURES, BENIGN FAMILIAL INFANTILE, 3"	PARAMYOTONIA CONGENITA/HYPERKALEMIC PERIODIC PARALYSIS	570	120	3	1	2
C0431109	C2675080	Choroid Plexus Carcinoma	Li-Fraumeni-Like Syndrome	308	54	3	0	1
C0039743	C3281247	Thanatophoric Dysplasia	BENT BONE DYSPLASIA SYNDROME	502	34	3	0	3
C1527405	C4285653	Erythrocytosis	HEMOGLOBIN HOPKINS 2 PHENOTYPE	14085	23	3	1	2
